gene	adj_pval	log_fc	clone	scores
AC015712.1	1.0	0.4756804	G	0.016813345
AC073896.3	1.0	0.018714547	G	0.016813345
PBOV1	1.0	0.663138	G	0.016813345
LINC02188	1.0	0.38900068	G	0.016813345
AL158151.1	1.0	0.9057801	G	0.016813345
AL121890.5	1.0	0.25384495	G	0.016813345
AL139412.1	1.0	0.6639346	G	0.016813345
GALR2	1.0	0.25850362	G	0.016813345
VWA8-AS1	1.0	0.3679618	G	0.016813345
ABCA3	1.0	0.5189956	G	0.016813345
CD84	1.0	0.45799473	G	0.016813345
FER1L5	1.0	0.73281175	G	0.016813345
LINC01644	1.0	0.5307101	G	0.016813345
AP000550.1	1.0	0.6013483	G	0.016813345
SLC4A1	1.0	0.70991784	G	0.016813345
AC079209.1	1.0	0.7146634	G	0.016813345
LINC00654	1.0	0.54988	G	0.016813345
PHYHIP	1.0	0.39493507	G	0.016813345
SLC13A4	1.0	0.060947068	G	0.01680408
DRICH1	1.0	0.08338955	G	0.01680408
FPGT-TNNI3K	1.0	0.038513947	G	0.01680408
AL035250.1	1.0	0.2533093	G	0.016794818
TREX2	1.0	0.343191	G	0.016794818
AL162742.1	1.0	0.260902	G	0.016794818
AC119427.1	1.0	0.39631632	G	0.016794818
AL158211.3	1.0	0.28019542	G	0.016794818
AC108125.1	1.0	0.3081132	G	0.016794818
AC022400.7	1.0	0.37080044	G	0.016794818
AL513165.1	1.0	0.49415985	G	0.016794818
AC018690.1	1.0	0.32819545	G	0.016794818
LINC02249	1.0	-0.2853833	G	0.016794818
GALR1	1.0	0.66288126	G	0.016794818
CLNK	1.0	-0.091086626	G	0.016794818
AC068305.2	1.0	0.03199384	G	0.016794818
PLG	1.0	-0.20567195	G	0.016794818
AL445465.1	1.0	0.15719233	G	0.016794818
AC079610.2	1.0	-0.061479364	G	0.016794818
CCL5	1.0	0.21417597	G	0.016794818
DHDH	1.0	-0.20441271	G	0.016785555
SMAD5-AS1	1.0	-0.20084916	G	0.016785555
SSUH2	1.0	-0.24093047	G	0.016785555
TNNT2	1.0	-0.13290401	G	0.016785555
CD22	1.0	-0.0047537214	G	0.016785555
FRMD5	1.0	0.05693696	G	0.016785555
FGF22	1.0	0.019168912	G	0.01677629
ABCC11	1.0	0.28287613	G	0.01677629
AL451069.2	1.0	0.18011293	G	0.01677629
GRK7	1.0	0.2538327	G	0.01677629
CDH26	1.0	0.31132326	G	0.01677629
AC093901.1	1.0	0.12089384	G	0.01677629
AL158211.1	1.0	0.19296077	G	0.01677629
ZNF710-AS1	1.0	0.22258334	G	0.01677629
ZNF439	1.0	0.022819797	G	0.01677629
LINC00461	1.0	0.39607975	G	0.01677629
AC005696.1	1.0	0.14350294	G	0.01677629
SLC35G5	1.0	0.18923405	G	0.01677629
SEC14L5	1.0	0.063312955	G	0.01677629
AL390961.2	1.0	0.22589788	G	0.01677629
AP003392.5	1.0	0.25041786	G	0.01677629
FAM3B	1.0	0.37912902	G	0.01677629
PIF1	1.0	-0.12209639	G	0.01677629
HAR1B	1.0	0.84866	G	0.016767027
MYH11	1.0	-0.24138376	G	0.016767027
AC010096.1	1.0	1.9297483	G	0.016767027
UPK1A	1.0	-0.18085282	G	0.016767027
AC090186.1	1.0	-0.10108258	G	0.016767027
NTRK3	1.0	1.8293363	G	0.016767027
KHDC1L	1.0	1.4124948	G	0.016767027
AC023794.4	1.0	1.5048373	G	0.016767027
CSNK2A3	1.0	-0.0146094905	G	0.016767027
AC092919.1	1.0	1.4729689	G	0.016767027
ADA2	1.0	1.6995943	G	0.016767027
AC079907.1	1.0	1.2428889	G	0.016767027
PI15	1.0	1.8826592	G	0.016767027
AC005616.1	1.0	1.0258851	G	0.016767027
HIF3A	1.0	1.2258724	G	0.016767027
UGT1A1	1.0	0.7510792	G	0.016767027
LINC01123	1.0	1.1674203	G	0.016767027
KCP	1.0	2.117986	G	0.016767027
LINC00482	1.0	1.2922065	G	0.016767027
AC091965.4	1.0	2.4459252	G	0.016767027
AC092338.2	1.0	1.9896252	G	0.016767027
TTLL11-IT1	1.0	0.9571986	G	0.016767027
LAMC1-AS1	1.0	2.7281206	G	0.016767027
BX323046.1	1.0	0.90174747	G	0.016767027
FABP3	1.0	1.2261949	G	0.016767027
CBLC	1.0	0.8646486	G	0.016767027
LCE1C	1.0	1.3780408	G	0.016767027
G2E3-AS1	1.0	1.2417396	G	0.016767027
FAM196A	1.0	0.9904934	G	0.016767027
AC008555.5	1.0	1.4914526	G	0.016767027
AL583722.2	1.0	1.3074571	G	0.016767027
KLK5	1.0	1.9219455	G	0.016767027
SBSN	1.0	2.2021275	G	0.016767027
ZGPAT	1.0	2.1438773	G	0.016767027
MEGF10	1.0	0.8822068	G	0.016767027
IL1RAPL1	1.0	2.8114038	G	0.016767027
Z99916.3	1.0	1.3956692	G	0.016767027
PTGER1	1.0	1.6705145	G	0.016767027
GHET1	1.0	1.2458235	G	0.016767027
IGFLR1	1.0	1.2999392	G	0.016767027
VWC2	1.0	0.84897965	G	0.016767027
AC025580.3	1.0	0.94966227	G	0.016767027
APOD	1.0	1.9902674	G	0.016767027
AP006216.1	1.0	1.6835505	G	0.016767027
AC133540.1	1.0	1.0108786	G	0.016767027
UCKL1-AS1	1.0	-0.18166643	G	0.016767027
OR1D2	1.0	1.6265552	G	0.016767027
AC254562.2	1.0	1.0203424	G	0.016767027
BACH1-AS1	1.0	1.30031	G	0.016767027
ALX3	1.0	2.333264	G	0.016767027
TTBK1	1.0	1.2943643	G	0.016767027
AC117394.2	1.0	2.6331723	G	0.016767027
MTTP	1.0	1.1335926	G	0.016767027
SRXN1	1.0	1.4239068	G	0.016767027
AL445686.2	1.0	-0.13136023	G	0.016757764
AC106799.3	1.0	0.14942065	G	0.016757764
SHE	1.0	0.11661403	G	0.016757764
AC005697.2	1.0	-0.019208714	G	0.016757764
AC132938.1	1.0	-0.13373183	G	0.016757764
A1BG-AS1	1.0	0.031960357	G	0.016757764
NLRC3	1.0	0.28592533	G	0.016757764
AC087742.1	1.0	-0.15787357	G	0.016757764
AGAP2	1.0	0.16848403	G	0.016757764
AC126763.1	1.0	0.044508774	G	0.016757764
AC073534.2	1.0	0.09031508	G	0.016757764
WNK4	1.0	-0.21979325	G	0.016757764
GNAO1	1.0	0.99099076	G	0.0167485
LINC02288	1.0	0.5616309	G	0.0167485
ADCY10	1.0	0.4901242	G	0.0167485
FP236241.1	1.0	0.6670069	G	0.0167485
CROCC2	1.0	0.67516613	G	0.0167485
CYTL1	1.0	0.5054054	G	0.0167485
ATP1B3-AS1	1.0	0.80353147	G	0.0167485
AC015819.1	1.0	0.6504458	G	0.0167485
LINC01558	1.0	0.65373474	G	0.0167485
AL031663.3	1.0	0.781436	G	0.0167485
AC090023.2	1.0	0.51591444	G	0.0167485
LINC00483	1.0	0.6502154	G	0.0167485
CALN1	1.0	0.89732164	G	0.0167485
GP2	1.0	1.1052777	G	0.0167485
LINC01234	1.0	0.7791126	G	0.0167485
AC005614.1	1.0	1.5134321	G	0.0167485
NCMAP	1.0	0.53280675	G	0.0167485
NECTIN3-AS1	1.0	1.1097639	G	0.0167485
AC036108.4	1.0	0.51595026	G	0.0167485
UPK3B	1.0	0.6883967	G	0.0167485
SPATC1L	1.0	1.2993107	G	0.0167485
LINC01836	1.0	-0.4306624	G	0.0167485
NPAS3	1.0	0.8052105	G	0.0167485
AL596094.1	1.0	-0.026724618	G	0.0167485
IL13	1.0	1.2161725	G	0.0167485
AC008592.5	1.0	0.7916231	G	0.0167485
AL049840.2	1.0	-0.10976742	G	0.0167485
AC012254.3	1.0	0.73683804	G	0.0167485
LINC02104	1.0	1.089287	G	0.0167485
AC010240.3	1.0	0.80860484	G	0.0167485
AC008676.1	1.0	0.4655756	G	0.0167485
NTN1	1.0	0.9874472	G	0.0167485
AC097505.1	1.0	0.73557705	G	0.0167485
OGFRP1	1.0	0.7212161	G	0.0167485
AC005041.1	1.0	1.3745499	G	0.0167485
ZNF536	1.0	0.99636996	G	0.0167485
AC003956.1	1.0	0.94185114	G	0.0167485
AC013714.1	1.0	1.1559095	G	0.0167485
AC243964.2	1.0	0.90279514	G	0.0167485
AC136944.2	1.0	0.91831577	G	0.0167485
PTGER3	1.0	0.36302194	G	0.0167485
CLVS1	1.0	0.69299763	G	0.0167485
IL12A-AS1	1.0	1.3366599	G	0.0167485
AC005722.2	1.0	-0.2438995	G	0.016739236
ADAP2	1.0	-0.079412535	G	0.016739236
AL592071.1	1.0	0.101599485	G	0.016739236
AC119396.2	1.0	-0.16238908	G	0.016739236
LINC01752	1.0	-0.07292649	G	0.016739236
ABLIM2	1.0	0.45891005	G	0.016729973
AL121972.1	1.0	0.12833954	G	0.016729973
AC013652.2	1.0	0.42106545	G	0.016729973
ADORA1	1.0	0.16721673	G	0.016729973
LIPC	1.0	0.6255405	G	0.016729973
NDST1-AS1	1.0	0.7168654	G	0.016729973
EXOC3L2	1.0	0.24358289	G	0.016729973
E2F2	1.0	0.55149025	G	0.016729973
FAM71F1	1.0	0.45424336	G	0.016729973
AP003170.4	1.0	0.59827274	G	0.016729973
AGMO	1.0	0.42852217	G	0.016729973
AC015818.2	1.0	0.5165544	G	0.016729973
EPHA1	1.0	0.8585471	G	0.016729973
DNAH3	1.0	0.8742764	G	0.016729973
LINC01460	1.0	0.32047915	G	0.016729973
FGF12	1.0	0.40124473	G	0.016729973
LINC00565	1.0	-0.0620066	G	0.016729973
NSUN7	1.0	0.53196055	G	0.016729973
AC012313.7	1.0	0.7702429	G	0.016729973
AL357033.1	1.0	0.46997073	G	0.016729973
AL359851.1	1.0	0.31396937	G	0.016729973
AC020558.1	1.0	0.41302317	G	0.016729973
AL365356.3	1.0	0.31232467	G	0.016729973
STK32A	1.0	0.65472966	G	0.016729973
AC025176.1	1.0	0.33812535	G	0.016729973
LINC01917	1.0	0.3315851	G	0.016729973
LINC02478	1.0	0.63708943	G	0.016729973
AC016738.1	1.0	0.55531067	G	0.016729973
LRRC70	1.0	0.26694995	G	0.016729973
OR8H1	1.0	0.4449166	G	0.016729973
C8orf89	1.0	0.65192074	G	0.016729973
AICDA	1.0	0.2578525	G	0.016729973
AC048382.5	1.0	0.2657166	G	0.016729973
ISM1-AS1	1.0	0.72656673	G	0.016729973
AP002812.5	1.0	0.55589855	G	0.016729973
LINC01119	1.0	1.0607028	G	0.016729973
MS4A6A	1.0	0.5511651	G	0.016729973
CTCFL	1.0	0.40186402	G	0.016729973
AC115618.1	1.0	0.31954172	G	0.016729973
SRD5A2	1.0	0.46250513	G	0.016729973
UPK1B	1.0	0.35387927	G	0.016729973
ZNF709	1.0	0.5155183	G	0.016729973
AC087473.1	1.0	0.47502396	G	0.016729973
GRAP	1.0	0.13701151	G	0.016729973
AC083843.1	1.0	0.2831012	G	0.016729973
SPC25	1.0	0.1911288	G	0.016729973
ARHGEF18	1.0	0.61246276	G	0.016729973
C1QL4	1.0	0.61489856	G	0.016729973
BMPER	1.0	0.6098151	G	0.016729973
AC244197.2	1.0	0.42604664	G	0.016729973
AL008582.1	1.0	0.4541623	G	0.016729973
LINC01873	1.0	-0.36234358	G	0.016720708
AC083836.1	1.0	-0.12779702	G	0.016720708
NEIL3	1.0	-0.09267903	G	0.016720708
RPS6KB2-AS1	1.0	-0.12687287	G	0.016720708
AC069294.1	1.0	-0.7310744	G	0.016711446
AL356124.2	1.0	0.24150822	G	0.016711446
AC022858.1	1.0	-0.1496258	G	0.016711446
ASMT	1.0	-0.50472295	G	0.016711446
DNAJB7	1.0	-0.22825146	G	0.016711446
SLC17A7	1.0	-0.6025315	G	0.016711446
AL121987.2	1.0	0.20601699	G	0.016711446
COLCA1	1.0	-0.08454812	G	0.016711446
AC009495.2	1.0	0.011931934	G	0.016711446
PSG8-AS1	1.0	-0.15163319	G	0.016711446
MLIP	1.0	0.20983624	G	0.016711446
LDLRAD2	1.0	-0.3482896	G	0.016711446
DCHS1	1.0	0.058274914	G	0.016711446
CACNA1D	1.0	-0.22351025	G	0.016711446
HECW1	1.0	0.17104863	G	0.016711446
AL390294.1	1.0	0.1452347	G	0.016711446
AC005786.3	1.0	0.3033593	G	0.016711446
AL590787.1	1.0	-0.10445523	G	0.016711446
AC024257.4	1.0	0.22073789	G	0.016711446
C10orf90	1.0	-0.49131954	G	0.016711446
CD28	1.0	-1.148252	G	0.016711446
INTS6L-AS1	1.0	0.09860571	G	0.016711446
CCDC38	1.0	-0.26682064	G	0.016711446
PRLHR	1.0	-0.75493956	G	0.016711446
KIAA2012	1.0	-0.1237624	G	0.016711446
AC117402.1	1.0	0.14158408	G	0.016711446
ADGRD2	1.0	-0.13499469	G	0.016711446
PLCG1-AS1	1.0	-0.6093378	G	0.016711446
EMX2	1.0	0.32463273	G	0.016711446
ZNF32-AS2	1.0	0.37277147	G	0.016711446
AC104823.1	1.0	-0.83268565	G	0.016711446
AIPL1	1.0	-0.3844511	G	0.016711446
AC144831.1	1.0	-0.5283706	G	0.016711446
FAM222A	1.0	0.2796831	G	0.016711446
SPATA45	1.0	0.2353677	G	0.016711446
CA3-AS1	1.0	0.34815508	G	0.016711446
AC113382.1	1.0	-0.20303042	G	0.016711446
ABCG4	1.0	0.19082755	G	0.016711446
FAM153C	1.0	0.04280782	G	0.016711446
AC022239.1	1.0	-0.033242095	G	0.016711446
AC105053.1	1.0	-1.210167	G	0.016711446
LINC02419	1.0	-0.44926724	G	0.016711446
GNLY	1.0	-0.5954054	G	0.016711446
IGFL4	1.0	0.13156042	G	0.016711446
DPP4	1.0	-0.0035491027	G	0.016711446
AC024575.1	1.0	0.051110107	G	0.016711446
ARAP1-AS1	1.0	0.19704588	G	0.016711446
AC016405.3	1.0	0.29570448	G	0.016711446
AL035427.1	1.0	0.00840329	G	0.016711446
AC020922.1	1.0	0.036808535	G	0.016711446
OR10G3	1.0	-0.25352547	G	0.016711446
PTCHD1	1.0	0.23918778	G	0.016711446
AC005154.4	1.0	-0.13597552	G	0.016711446
AC113194.1	1.0	-0.23239343	G	0.016711446
AC007064.2	1.0	0.28282434	G	0.016711446
RPL17-C18orf32	1.0	0.100362614	G	0.016711446
AL603840.1	1.0	-0.4675497	G	0.016711446
SLC5A11	1.0	-0.17771836	G	0.016711446
SLC24A4	1.0	-1.0057577	G	0.016711446
AC092620.1	1.0	0.36688894	G	0.016711446
ITGAL	1.0	0.28023216	G	0.016711446
AC023790.2	1.0	-0.6574676	G	0.016711446
AL136980.1	1.0	-0.25577843	G	0.016711446
LINC02569	1.0	-0.09293114	G	0.016711446
PSG5	1.0	-0.06528944	G	0.016711446
ATCAY	1.0	-0.046633873	G	0.016702183
AC074138.1	1.0	-0.4123516	G	0.016702183
AC110048.2	1.0	-0.54187685	G	0.016692918
AC098820.3	1.0	-0.41889864	G	0.016692918
MZB1	1.0	-0.11839671	G	0.016692918
PROSER2-AS1	1.0	18.211128	G	0.016683655
ADORA3	1.0	18.173933	G	0.016683655
DEPDC1-AS1	1.0	17.571386	G	0.016683655
AC008448.1	1.0	19.551483	G	0.016683655
AC124312.2	1.0	17.22975	G	0.016683655
PRSS42	1.0	18.91572	G	0.016683655
AL359834.1	1.0	18.85469	G	0.016683655
HLA-DPA1	1.0	18.155376	G	0.016683655
SLC17A8	1.0	18.58796	G	0.016683655
C6orf10	1.0	18.966661	G	0.016683655
PSG9	1.0	18.45087	G	0.016683655
AC108174.1	1.0	18.720947	G	0.016683655
CCRL2	1.0	18.305672	G	0.016683655
SLC5A8	1.0	17.753132	G	0.016683655
AL353795.2	1.0	18.410564	G	0.016683655
AC012462.1	1.0	18.577755	G	0.016683655
TMEM255A	1.0	17.301603	G	0.016683655
LINC01589	1.0	18.683208	G	0.016683655
AC011824.1	1.0	18.375994	G	0.016683655
TRIM34	1.0	18.70915	G	0.016683655
AL391811.1	1.0	17.890717	G	0.016683655
AC005726.2	1.0	18.295359	G	0.016683655
VCAN-AS1	1.0	18.736763	G	0.016683655
TONSL-AS1	1.0	19.33745	G	0.016683655
MIRLET7DHG	1.0	17.437109	G	0.016683655
AC105219.3	1.0	18.38019	G	0.016683655
FP236383.1	1.0	18.46023	G	0.016683655
AC018754.1	1.0	18.137379	G	0.016683655
ADIG	1.0	18.363497	G	0.016683655
CCDC166	1.0	18.156876	G	0.016683655
AC008738.6	1.0	18.461649	G	0.016683655
LRCH2	1.0	17.567587	G	0.016683655
ATP6V0A4	1.0	17.879238	G	0.016683655
AC104984.6	1.0	18.573719	G	0.016683655
TM4SF20	1.0	18.0409	G	0.016683655
CCDC160	1.0	18.747185	G	0.016683655
IGLV1-51	1.0	18.284334	G	0.016683655
AC012508.1	1.0	17.304098	G	0.016683655
AL512310.10	1.0	18.244843	G	0.016683655
AC012555.2	1.0	18.131262	G	0.016683655
C11orf91	1.0	18.573387	G	0.016683655
AC093152.1	1.0	18.202545	G	0.016683655
AC012462.3	1.0	18.96557	G	0.016683655
LINC02530	1.0	17.509256	G	0.016683655
USP26	1.0	18.507183	G	0.016683655
AC005726.4	1.0	17.788206	G	0.016683655
LINC02523	1.0	18.249023	G	0.016683655
FBXW12	1.0	17.43534	G	0.016683655
KIR2DL3	1.0	17.603262	G	0.016683655
AC131571.1	1.0	18.10657	G	0.016683655
NLRP3	1.0	18.694548	G	0.016683655
AP000266.1	1.0	18.471825	G	0.016683655
AC010226.1	1.0	18.219515	G	0.016683655
AC138207.7	1.0	18.51295	G	0.016683655
AC131971.1	1.0	18.542034	G	0.016683655
AL355870.1	1.0	17.529276	G	0.016683655
AL078605.1	1.0	17.901096	G	0.016683655
M1AP	1.0	17.755447	G	0.016683655
AC087463.3	1.0	19.138239	G	0.016683655
ACSM6	1.0	17.993671	G	0.016683655
AC024267.1	1.0	18.051619	G	0.016683655
PRAMEF18	1.0	18.419165	G	0.016683655
EHMT2-AS1	1.0	17.962893	G	0.016683655
GOLGA8M	1.0	17.504156	G	0.016683655
NCR1	1.0	18.484133	G	0.016683655
SPATA9	1.0	18.780878	G	0.016683655
AL049629.1	1.0	17.909863	G	0.016683655
LINC01340	1.0	18.185007	G	0.016683655
AC099509.2	1.0	19.396757	G	0.016683655
AL353771.1	1.0	18.398615	G	0.016683655
AC020900.1	1.0	18.309214	G	0.016683655
OR4K14	1.0	19.391506	G	0.016683655
RGN	1.0	17.571386	G	0.016683655
C1orf229	1.0	18.983368	G	0.016683655
AP001381.1	1.0	19.396788	G	0.016683655
GOLGA6L7	1.0	18.155346	G	0.016683655
AC005392.2	1.0	18.550047	G	0.016683655
AC079988.1	1.0	18.12009	G	0.016683655
TICAM2	1.0	18.863192	G	0.016683655
CLDN19	1.0	18.150799	G	0.016683655
AC131212.1	1.0	18.914587	G	0.016683655
CBLL2	1.0	18.977018	G	0.016683655
AC083949.1	1.0	17.571386	G	0.016683655
AC024267.3	1.0	17.81337	G	0.016683655
EFCAB6-AS1	1.0	18.184	G	0.016683655
AC134772.1	1.0	17.45791	G	0.016683655
LINC00221	1.0	18.431475	G	0.016683655
AC003101.1	1.0	18.111713	G	0.016683655
AL158211.4	1.0	17.998528	G	0.016683655
AL078612.2	1.0	17.45371	G	0.016683655
LINC01108	1.0	17.259796	G	0.016683655
AC010271.2	1.0	18.577951	G	0.016683655
OR4D1	1.0	18.401955	G	0.016683655
AC005899.1	1.0	18.59363	G	0.016683655
LONRF3	1.0	16.407148	G	0.016683655
LINC02115	1.0	18.566055	G	0.016683655
HLA-DRB1	1.0	18.111713	G	0.016683655
SPAG6	1.0	18.305672	G	0.016683655
MYBPC1	1.0	19.261526	G	0.016683655
IGHV3-74	1.0	18.49914	G	0.016683655
GCSAML	1.0	18.544575	G	0.016683655
QRFP	1.0	17.95813	G	0.016683655
SLC39A12	1.0	19.5116	G	0.016683655
AL596325.1	1.0	18.264229	G	0.016683655
AL158839.1	1.0	18.322437	G	0.016683655
C22orf15	1.0	18.297194	G	0.016683655
RXRG	1.0	18.1469	G	0.016683655
SLC44A4	1.0	17.901943	G	0.016683655
AC005845.1	1.0	18.144356	G	0.016683655
AC006974.1	1.0	18.145658	G	0.016683655
HEY2	1.0	17.808884	G	0.016683655
WNT3A	1.0	18.558764	G	0.016683655
AC114316.2	1.0	18.422003	G	0.016683655
AIF1L	1.0	18.683208	G	0.016683655
NKG7	1.0	18.477755	G	0.016683655
AC005034.2	1.0	18.057877	G	0.016683655
C12orf42	1.0	18.354416	G	0.016683655
AL512631.2	1.0	17.95813	G	0.016683655
AC093281.1	1.0	18.202545	G	0.016683655
DUSP13	1.0	18.624176	G	0.016683655
HTR2C	1.0	17.691252	G	0.016683655
AL049835.1	1.0	18.337475	G	0.016683655
ULBP3	1.0	17.763874	G	0.016683655
AC006213.3	1.0	17.226988	G	0.016683655
NR0B2	1.0	18.012405	G	0.016683655
AL023584.1	1.0	16.407148	G	0.016683655
AC015936.1	1.0	18.223879	G	0.016683655
C20orf203	1.0	17.373379	G	0.016683655
AC100763.1	1.0	18.424675	G	0.016683655
AC005180.1	1.0	17.925173	G	0.016683655
LINC02247	1.0	18.716402	G	0.016683655
WFIKKN2	1.0	18.085829	G	0.016683655
CDKN2A-DT	1.0	18.292206	G	0.016683655
SCGN	1.0	18.147362	G	0.016683655
MID1IP1-AS1	1.0	17.493769	G	0.016683655
HCK	1.0	17.466423	G	0.016683655
FOXD3	1.0	18.854824	G	0.016683655
SPECC1L-ADORA2A	1.0	17.08538	G	0.016683655
AL121820.2	1.0	18.032227	G	0.016683655
ASB12	1.0	18.550137	G	0.016683655
AC003043.2	1.0	17.797758	G	0.016683655
AC020934.1	1.0	18.683834	G	0.016683655
HIST1H1A	1.0	17.016478	G	0.016683655
TCERG1L	1.0	17.327269	G	0.016683655
AC006030.1	1.0	18.24504	G	0.016683655
TTC39C-AS1	1.0	18.323195	G	0.016683655
LINC00837	1.0	18.20375	G	0.016683655
AGXT	1.0	18.677498	G	0.016683655
AC026894.1	1.0	18.66294	G	0.016683655
MPC1L	1.0	18.444637	G	0.016683655
AC011446.2	1.0	18.10813	G	0.016683655
FAM19A3	1.0	18.014029	G	0.016683655
AL591212.1	1.0	18.407763	G	0.016683655
C11orf16	1.0	17.22975	G	0.016683655
LYL1	1.0	18.490217	G	0.016683655
STH	1.0	17.687521	G	0.016683655
AL590640.1	1.0	18.228634	G	0.016683655
AC025428.2	1.0	18.461645	G	0.016683655
AC091132.2	1.0	18.26712	G	0.016683655
AC011893.1	1.0	17.28814	G	0.016683655
SYT16	1.0	15.704023	G	0.016683655
LINC00944	1.0	18.062336	G	0.016683655
GRID1	1.0	17.230946	G	0.016683655
TACR2	1.0	18.523613	G	0.016683655
GPR75-ASB3	1.0	18.131262	G	0.016683655
SNED1	1.0	18.008951	G	0.016683655
SPATA32	1.0	18.603664	G	0.016683655
SPATA3-AS1	1.0	17.22975	G	0.016683655
AC022028.2	1.0	18.187721	G	0.016683655
AC010967.1	1.0	18.58419	G	0.016683655
AL034397.3	1.0	18.118252	G	0.016683655
AC093642.1	1.0	16.780325	G	0.016683655
PSG11	1.0	17.29812	G	0.016683655
SULT4A1	1.0	18.687998	G	0.016683655
HSF5	1.0	18.115477	G	0.016683655
HIST1H3F	1.0	16.572691	G	0.016683655
LINC00184	1.0	17.454676	G	0.016683655
EGOT	1.0	18.957106	G	0.016683655
LINC02202	1.0	17.116308	G	0.016683655
AC139887.1	1.0	18.643738	G	0.016683655
AL137003.1	1.0	18.056513	G	0.016683655
AC005520.1	1.0	18.38019	G	0.016683655
EMILIN3	1.0	19.35622	G	0.016683655
AL033527.3	1.0	18.6929	G	0.016683655
VRTN	1.0	19.219055	G	0.016683655
VSTM2B	1.0	18.498676	G	0.016683655
PHYHIPL	1.0	19.265696	G	0.016683655
AC073869.5	1.0	18.706999	G	0.016683655
LINC00671	1.0	17.87666	G	0.016683655
IL2RG	1.0	17.72122	G	0.016683655
AC013451.2	1.0	18.285393	G	0.016683655
SLC24A2	1.0	18.386454	G	0.016683655
RAMP2	1.0	18.63791	G	0.016683655
LINC01907	1.0	17.872053	G	0.016683655
AC009387.1	1.0	17.454676	G	0.016683655
SPRN	1.0	19.454256	G	0.016683655
AL133372.2	1.0	18.3383	G	0.016683655
LINC01847	1.0	18.733767	G	0.016683655
PCAT18	1.0	16.725904	G	0.016683655
AP001059.3	1.0	19.076128	G	0.016683655
FNDC10	1.0	18.065178	G	0.016683655
AC079949.1	1.0	18.768902	G	0.016683655
MAEL	1.0	17.682163	G	0.016683655
FAM25A	1.0	17.36631	G	0.016683655
GABRG2	1.0	19.526533	G	0.016683655
KSR2	1.0	17.45371	G	0.016683655
LINC01269	1.0	18.389456	G	0.016683655
AC087430.1	1.0	18.147207	G	0.016683655
ZNF521	1.0	15.704023	G	0.016683655
AC007993.3	1.0	18.262205	G	0.016683655
MPP2	1.0	18.664001	G	0.016683655
CD300LG	1.0	18.451246	G	0.016683655
PSG7	1.0	18.16735	G	0.016683655
TESC-AS1	1.0	17.815462	G	0.016683655
RGS6	1.0	18.039461	G	0.016683655
AC008609.1	1.0	18.13034	G	0.016683655
SOST	1.0	18.163147	G	0.016683655
IGBP1-AS1	1.0	18.348148	G	0.016683655
AL670729.3	1.0	18.957941	G	0.016683655
MEOX1	1.0	18.825785	G	0.016683655
LINC01354	1.0	18.185743	G	0.016683655
AC002558.2	1.0	18.132992	G	0.016683655
IFT74-AS1	1.0	18.276148	G	0.016683655
DACT1	1.0	17.708328	G	0.016683655
AL162632.3	1.0	18.481014	G	0.016683655
AL357054.3	1.0	17.674425	G	0.016683655
ZSWIM8-AS1	1.0	18.242968	G	0.016683655
AL031770.1	1.0	17.69298	G	0.016683655
IRF4	1.0	18.829823	G	0.016683655
AC008443.3	1.0	17.255049	G	0.016683655
OR2AG1	1.0	16.297937	G	0.016683655
PRR9	1.0	19.059927	G	0.016683655
AC008443.2	1.0	17.851	G	0.016683655
CLEC17A	1.0	19.142078	G	0.016683655
GAGE2A	1.0	18.045202	G	0.016683655
CTAGE6	1.0	18.854824	G	0.016683655
TMEM215	1.0	18.736685	G	0.016683655
UGT1A4	1.0	18.341557	G	0.016683655
MDGA2	1.0	17.454676	G	0.016683655
LINC02359	1.0	18.76039	G	0.016683655
MROH2A	1.0	18.795095	G	0.016683655
LINC02075	1.0	18.054636	G	0.016683655
AC145422.1	1.0	18.363375	G	0.016683655
NLRP14	1.0	18.16294	G	0.016683655
C6orf201	1.0	18.720947	G	0.016683655
AL591767.1	1.0	18.932213	G	0.016683655
SCUBE1	1.0	17.466423	G	0.016683655
AL352977.2	1.0	17.792765	G	0.016683655
AL138831.1	1.0	17.830624	G	0.016683655
AL121990.1	1.0	17.568203	G	0.016683655
TSPEAR-AS2	1.0	17.802963	G	0.016683655
BIK	1.0	17.97924	G	0.016683655
AL121983.1	1.0	18.378891	G	0.016683655
AC006557.3	1.0	16.562471	G	0.016683655
C1orf141	1.0	17.473263	G	0.016683655
PAX3	1.0	18.398502	G	0.016683655
CELA2A	1.0	18.33984	G	0.016683655
AL031658.1	1.0	18.324743	G	0.016683655
AC022540.1	1.0	18.821083	G	0.016683655
EPHA10	1.0	17.033073	G	0.016683655
AC068733.1	1.0	17.931778	G	0.016683655
AL031963.1	1.0	18.97706	G	0.016683655
AL031963.2	1.0	18.940865	G	0.016683655
LINC01969	1.0	18.413176	G	0.016683655
AL451047.1	1.0	16.725904	G	0.016683655
AL133492.1	1.0	18.371256	G	0.016683655
ID4	1.0	17.844135	G	0.016683655
CASP14	1.0	18.629602	G	0.016683655
AC009720.2	1.0	19.015514	G	0.016683655
LRRC43	1.0	17.885038	G	0.016683655
AL359233.1	1.0	17.702232	G	0.016683655
FOXCUT	1.0	18.763777	G	0.016683655
PAEP	1.0	18.822824	G	0.016683655
MIR133A1HG	1.0	18.643738	G	0.016683655
NANOS3	1.0	17.508808	G	0.016683655
